FIPS Code,County Name,State,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,Percent adults fully vaccinated against COVID-19 (as of 6/10/21),Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Geographical Point,State Code
39097,"Madison County, Ohio",OHIO,0.1591,0.217,0.0968,0.34,Low Vulnerability,0.12,Very Low Concern,0.449,0.0204,0.001,0.007,0.0584,0.0001,0.8849,POINT (-82.70936 40.415534),OH
37171,"Surry County, North Carolina",NORTH CAROLINA,0.1444,0.2078,0.1121,0.73,High Vulnerability,0.69,High Concern,0.409,0.106,0.0032,0.0057,0.0359,0.0019,0.8387,POINT (-79.130883 35.52603),NC
38013,"Burke County, North Dakota",NORTH DAKOTA,0.1447,0.1975,0.0988,0.01,Very Low Vulnerability,0.08,Very Low Concern,0.378,0.0115,0.0069,0.005,0.0023,0,0.9578,POINT (-100.46931 47.446305),ND
37149,"Polk County, North Carolina",NORTH CAROLINA,0.1339,0.1971,0.1037,0.38,Low Vulnerability,0.47,Moderate Concern,0.359,0.0586,0.0031,0.0066,0.0484,0,0.8565,POINT (-79.130883 35.52603),NC
39019,"Carroll County, Ohio",OHIO,0.1394,0.1921,0.0838,0.15,Very Low Vulnerability,0.27,Low Concern,0.401,0.0131,0.0003,0.0003,0.0026,0,0.9801,POINT (-82.70936 40.415534),OH
37119,"Mecklenburg County, North Carolina",NORTH CAROLINA,0.1109,0.168,0.0832,0.44,Moderate Vulnerability,0.45,Moderate Concern,0.47,0.1326,0.0026,0.0582,0.3102,0.0005,0.4683,POINT (-79.130883 35.52603),NC
39057,"Greene County, Ohio",OHIO,0.1224,0.1711,0.0716,0.21,Low Vulnerability,0.03,Very Low Concern,0.57,0.0284,0.0012,0.0293,0.0672,0.0006,0.8381,POINT (-82.70936 40.415534),OH
39077,"Huron County, Ohio",OHIO,0.1487,0.2068,0.0899,0.43,Moderate Vulnerability,0.25,Low Concern,0.422,0.0656,0.0016,0.0022,0.0121,0.0002,0.9013,POINT (-82.70936 40.415534),OH
38069,"Pierce County, North Dakota",NORTH DAKOTA,0.1395,0.1901,0.0963,0.19,Very Low Vulnerability,0.09,Very Low Concern,0.443,0.0044,0.0373,0.0029,0.0061,0,0.9348,POINT (-100.46931 47.446305),ND
38099,"Walsh County, North Dakota",NORTH DAKOTA,0.1199,0.168,0.081,0.37,Low Vulnerability,0.24,Low Concern,0.52,0.1153,0.0195,0.0047,0.0041,0,0.8431,POINT (-100.46931 47.446305),ND
39067,"Harrison County, Ohio",OHIO,0.158,0.2201,0.097,0.52,Moderate Vulnerability,0.55,Moderate Concern,0.393,0.0039,0.0008,0.0049,0.0285,0,0.9485,POINT (-82.70936 40.415534),OH
38005,"Benson County, North Dakota",NORTH DAKOTA,0.1395,0.1901,0.0963,0.84,Very High Vulnerability,0.76,High Concern,0.388,0.0093,0.5487,0.0006,0.0004,0.0006,0.4049,POINT (-100.46931 47.446305),ND
37141,"Pender County, North Carolina",NORTH CAROLINA,0.1246,0.1785,0.0947,0.55,Moderate Vulnerability,0.49,Moderate Concern,0.404,0.0706,0.0032,0.004,0.1426,0.0008,0.7507,POINT (-79.130883 35.52603),NC
38047,"Logan County, North Dakota",NORTH DAKOTA,0.1236,0.1663,0.0835,0.04,Very Low Vulnerability,0.09,Very Low Concern,0.331,0.0085,0.0021,0.0011,0,0,0.9706,POINT (-100.46931 47.446305),ND
38035,"Grand Forks County, North Dakota",NORTH DAKOTA,0.1199,0.168,0.081,0.3,Low Vulnerability,0.12,Very Low Concern,0.517,0.0429,0.0242,0.0278,0.0369,0.0058,0.8371,POINT (-100.46931 47.446305),ND
38091,"Steele County, North Dakota",NORTH DAKOTA,0.1199,0.168,0.081,0,Very Low Vulnerability,0.11,Very Low Concern,0.456,0.0172,0,0,0.0075,0,0.9753,POINT (-100.46931 47.446305),ND
39027,"Clinton County, Ohio",OHIO,0.1702,0.2369,0.105,0.44,Moderate Vulnerability,0.18,Very Low Concern,0.429,0.0161,0.0001,0.0048,0.0204,0.0002,0.9335,POINT (-82.70936 40.415534),OH
39049,"Franklin County, Ohio",OHIO,0.1267,0.1815,0.0741,0.51,Moderate Vulnerability,0.09,Very Low Concern,0.559,0.0552,0.0015,0.0523,0.223,0.0003,0.6301,POINT (-82.70936 40.415534),OH
38077,"Richland County, North Dakota",NORTH DAKOTA,0.1395,0.1901,0.0963,0.12,Very Low Vulnerability,0.18,Very Low Concern,0.493,0.0315,0.0178,0.0038,0.0069,0,0.9127,POINT (-100.46931 47.446305),ND
39005,"Ashland County, Ohio",OHIO,0.1487,0.2068,0.0899,0.43,Moderate Vulnerability,0.36,Low Concern,0.37,0.0138,0.0003,0.0066,0.0074,0,0.956,POINT (-82.70936 40.415534),OH
40063,"Hughes County, Oklahoma",OKLAHOMA,0.187,0.2529,0.1307,0.81,Very High Vulnerability,0.88,Very High Concern,0.353,0.056,0.2118,0.0013,0.0569,0,0.6268,POINT (-97.508297 35.583449),OK
41047,"Marion County, Oregon",OREGON,0.1121,0.1429,0.0841,0.85,Very High Vulnerability,0.59,Moderate Concern,0.518,0.2658,0.0058,0.02,0.0106,0.0088,0.6547,POINT (-120.605279 43.940449),OR
40127,"Pushmataha County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.79,High Vulnerability,0.92,Very High Concern,0.289,0.0395,0.1336,0.0037,0.0075,0.0014,0.7099,POINT (-97.508297 35.583449),OK
39101,"Marion County, Ohio",OHIO,0.1586,0.2197,0.0961,0.64,High Vulnerability,0.36,Low Concern,0.426,0.0268,0.0013,0.0059,0.0536,0.0004,0.8834,POINT (-82.70936 40.415534),OH
40101,"Muskogee County, Oklahoma",OKLAHOMA,0.1982,0.262,0.1376,0.93,Very High Vulnerability,0.77,High Concern,0.38,0.0623,0.1761,0.0068,0.1043,0.0003,0.559,POINT (-97.508297 35.583449),OK
41001,"Baker County, Oregon",OREGON,0.1148,0.1453,0.088,0.69,High Vulnerability,0.52,Moderate Concern,0.697,0.0431,0.0112,0.0068,0.0092,0.0037,0.9039,POINT (-120.605279 43.940449),OR
39111,"Monroe County, Ohio",OHIO,0.1477,0.2038,0.0894,0.44,Moderate Vulnerability,0.55,Moderate Concern,0.431,0.012,0,0.0047,0.0038,0,0.9714,POINT (-82.70936 40.415534),OH
41011,"Coos County, Oregon",OREGON,0.1209,0.1537,0.0909,0.74,High Vulnerability,0.54,Moderate Concern,0.485,0.065,0.019,0.0102,0.0041,0.0005,0.8526,POINT (-120.605279 43.940449),OR
39121,"Noble County, Ohio",OHIO,0.1477,0.2038,0.0894,0.43,Moderate Vulnerability,0.55,Moderate Concern,0.372,0.0086,0.0015,0.0008,0.056,0,0.9247,POINT (-82.70936 40.415534),OH
40037,"Creek County, Oklahoma",OKLAHOMA,0.1821,0.2392,0.1264,0.49,Moderate Vulnerability,0.62,High Concern,0.335,0.0422,0.1146,0.0043,0.0213,0.0002,0.7596,POINT (-97.508297 35.583449),OK
41055,"Sherman County, Oregon",OREGON,0.1146,0.1431,0.0869,0.14,Very Low Vulnerability,0.67,High Concern,0.484,0.0493,0.0073,0.0012,0.0018,0.014,0.8934,POINT (-120.605279 43.940449),OR
40009,"Beckham County, Oklahoma",OKLAHOMA,0.176,0.2373,0.1216,0.71,High Vulnerability,0.62,High Concern,0.356,0.1455,0.0222,0.0034,0.042,0.0007,0.7529,POINT (-97.508297 35.583449),OK
39149,"Shelby County, Ohio",OHIO,0.143,0.1969,0.0854,0.19,Very Low Vulnerability,0.13,Very Low Concern,0.344,0.0155,0.0025,0.0117,0.0252,0,0.9287,POINT (-82.70936 40.415534),OH
39175,"Wyandot County, Ohio",OHIO,0.1468,0.2064,0.088,0.23,Low Vulnerability,0.06,Very Low Concern,0.448,0.03,0,0.0083,0.0016,0,0.9498,POINT (-82.70936 40.415534),OH
39151,"Stark County, Ohio",OHIO,0.1419,0.1992,0.0843,0.37,Low Vulnerability,0.05,Very Low Concern,0.481,0.0208,0.0011,0.0091,0.0742,0.0001,0.8638,POINT (-82.70936 40.415534),OH
40029,"Coal County, Oklahoma",OKLAHOMA,0.2029,0.2652,0.1411,0.83,Very High Vulnerability,0.85,Very High Concern,0.347,0.0466,0.0991,0.0043,0.002,0,0.6839,POINT (-97.508297 35.583449),OK
39129,"Pickaway County, Ohio",OHIO,0.1591,0.217,0.0968,0.28,Low Vulnerability,0.12,Very Low Concern,0.438,0.0139,0.0028,0.0064,0.0331,0,0.9263,POINT (-82.70936 40.415534),OH
40145,"Wagoner County, Oklahoma",OKLAHOMA,0.1762,0.2304,0.1203,0.42,Moderate Vulnerability,0.52,Moderate Concern,0.371,0.062,0.0857,0.0145,0.0349,0.0008,0.7149,POINT (-97.508297 35.583449),OK
41021,"Gilliam County, Oregon",OREGON,0.1146,0.1431,0.0869,0.51,Moderate Vulnerability,0.58,Moderate Concern,0.372,0.0612,0.0394,0.008,0,0.0069,0.8797,POINT (-120.605279 43.940449),OR
39141,"Ross County, Ohio",OHIO,0.1665,0.23,0.1022,0.73,High Vulnerability,0.11,Very Low Concern,0.443,0.0127,0.0001,0.0051,0.0511,0.0002,0.896,POINT (-82.70936 40.415534),OH
40017,"Canadian County, Oklahoma",OKLAHOMA,0.1848,0.2364,0.127,0.26,Low Vulnerability,0.44,Moderate Concern,0.467,0.0899,0.0388,0.0297,0.0278,0,0.7615,POINT (-97.508297 35.583449),OK
40111,"Okmulgee County, Oklahoma",OKLAHOMA,0.1982,0.262,0.1376,0.87,Very High Vulnerability,0.81,Very High Concern,0.336,0.0419,0.1386,0.0044,0.0807,0,0.6224,POINT (-97.508297 35.583449),OK
40039,"Custer County, Oklahoma",OKLAHOMA,0.176,0.2373,0.1216,0.75,High Vulnerability,0.55,Moderate Concern,0.403,0.1826,0.0338,0.0113,0.0309,0.0003,0.6823,POINT (-97.508297 35.583449),OK
40081,"Lincoln County, Oklahoma",OKLAHOMA,0.1905,0.2494,0.1324,0.48,Moderate Vulnerability,0.59,Moderate Concern,0.32,0.0344,0.071,0.0026,0.0189,0.0009,0.8219,POINT (-97.508297 35.583449),OK
39159,"Union County, Ohio",OHIO,0.1591,0.217,0.0968,0.08,Very Low Vulnerability,0.05,Very Low Concern,0.564,0.0173,0.0034,0.04,0.0256,0.0008,0.8953,POINT (-82.70936 40.415534),OH
40137,"Stephens County, Oklahoma",OKLAHOMA,0.1975,0.2604,0.1363,0.61,High Vulnerability,0.62,High Concern,0.396,0.0777,0.0489,0.0054,0.017,0.0008,0.8015,POINT (-97.508297 35.583449),OK
41013,"Crook County, Oregon",OREGON,0.1146,0.1431,0.0869,0.57,Moderate Vulnerability,0.46,Moderate Concern,0.423,0.0762,0.0079,0.0035,0.0055,0.0044,0.882,POINT (-120.605279 43.940449),OR
40093,"Major County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.32,Low Vulnerability,0.49,Moderate Concern,0.425,0.0966,0.0138,0.0087,0.0042,0.0012,0.8476,POINT (-97.508297 35.583449),OK
41065,"Wasco County, Oregon",OREGON,0.1146,0.1431,0.0869,0.84,Very High Vulnerability,0.63,High Concern,0.565,0.182,0.0296,0.0091,0.003,0.0059,0.7456,POINT (-120.605279 43.940449),OR
40047,"Garfield County, Oklahoma",OKLAHOMA,0.1846,0.2415,0.1265,0.59,Moderate Vulnerability,0.51,Moderate Concern,0.38,0.1243,0.0169,0.009,0.024,0.034,0.7434,POINT (-97.508297 35.583449),OK
41035,"Klamath County, Oregon",OREGON,0.1222,0.1569,0.0919,0.87,Very High Vulnerability,0.58,Moderate Concern,0.429,0.1306,0.0392,0.0102,0.0067,0.0006,0.7785,POINT (-120.605279 43.940449),OR
40103,"Noble County, Oklahoma",OKLAHOMA,0.1846,0.2415,0.1265,0.34,Low Vulnerability,0.63,High Concern,0.507,0.0387,0.0635,0.0008,0.0026,0.0004,0.8102,POINT (-97.508297 35.583449),OK
41037,"Lake County, Oregon",OREGON,0.1222,0.1569,0.0919,0.76,High Vulnerability,0.75,High Concern,0.341,0.0817,0.0241,0.0098,0.0034,0,0.8445,POINT (-120.605279 43.940449),OR
41003,"Benton County, Oregon",OREGON,0.107,0.1345,0.0804,0.35,Low Vulnerability,0.44,Moderate Concern,0.666,0.074,0.0053,0.0706,0.0103,0.0023,0.8022,POINT (-120.605279 43.940449),OR
39103,"Medina County, Ohio",OHIO,0.1204,0.1622,0.0712,0.01,Very Low Vulnerability,0.02,Very Low Concern,0.585,0.0211,0.0011,0.0111,0.0144,0,0.9383,POINT (-82.70936 40.415534),OH
40073,"Kingfisher County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.38,Low Vulnerability,0.53,Moderate Concern,0.373,0.1594,0.0294,0.0038,0.012,0,0.7632,POINT (-97.508297 35.583449),OK
39113,"Montgomery County, Ohio",OHIO,0.1357,0.1916,0.08,0.67,High Vulnerability,0.13,Very Low Concern,0.502,0.03,0.0018,0.0216,0.2028,0.0003,0.7072,POINT (-82.70936 40.415534),OH
40045,"Ellis County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.3,Low Vulnerability,0.59,Moderate Concern,0.315,0.0715,0.0194,0.0067,0.0017,0,0.8645,POINT (-97.508297 35.583449),OK
41005,"Clackamas County, Oregon",OREGON,0.0977,0.119,0.0738,0.19,Very Low Vulnerability,0.36,Low Concern,0.574,0.0869,0.0061,0.0421,0.0088,0.0022,0.8191,POINT (-120.605279 43.940449),OR
40095,"Marshall County, Oklahoma",OKLAHOMA,0.2029,0.2652,0.1411,0.85,Very High Vulnerability,0.81,Very High Concern,0.372,0.177,0.0695,0.0021,0.0171,0,0.651,POINT (-97.508297 35.583449),OK
40129,"Roger Mills County, Oklahoma",OKLAHOMA,0.176,0.2373,0.1216,0.4,Moderate Vulnerability,0.6,High Concern,0.319,0.072,0.0567,0,0.0025,0,0.8361,POINT (-97.508297 35.583449),OK
39157,"Tuscarawas County, Ohio",OHIO,0.158,0.2201,0.097,0.34,Low Vulnerability,0.28,Low Concern,0.406,0.0283,0.0018,0.004,0.006,0,0.9448,POINT (-82.70936 40.415534),OH
40001,"Adair County, Oklahoma",OKLAHOMA,0.2143,0.2874,0.1469,0.9,Very High Vulnerability,0.99,Very High Concern,0.259,0.0683,0.4292,0.008,0.0014,0.0022,0.3989,POINT (-97.508297 35.583449),OK
40065,"Jackson County, Oklahoma",OKLAHOMA,0.176,0.2373,0.1216,0.82,Very High Vulnerability,0.8,Very High Concern,0.431,0.2411,0.0152,0.0123,0.0654,0.0006,0.6272,POINT (-97.508297 35.583449),OK
39143,"Sandusky County, Ohio",OHIO,0.1304,0.1814,0.077,0.4,Low Vulnerability,0.08,Very Low Concern,0.492,0.0992,0.0025,0.0031,0.0295,0.0002,0.8439,POINT (-82.70936 40.415534),OH
41045,"Malheur County, Oregon",OREGON,0.1222,0.1569,0.0919,1,Very High Vulnerability,0.62,High Concern,0.388,0.3373,0.0082,0.0136,0.0098,0.001,0.6113,POINT (-120.605279 43.940449),OR
39167,"Washington County, Ohio",OHIO,0.1477,0.2038,0.0894,0.35,Low Vulnerability,0.19,Very Low Concern,0.478,0.011,0.0042,0.0064,0.0123,0,0.9506,POINT (-82.70936 40.415534),OH
40109,"Oklahoma County, Oklahoma",OKLAHOMA,0.1679,0.2273,0.1137,0.68,High Vulnerability,0.47,Moderate Concern,0.51,0.1738,0.0258,0.0335,0.1475,0.0007,0.5599,POINT (-97.508297 35.583449),OK
40055,"Greer County, Oklahoma",OKLAHOMA,0.176,0.2373,0.1216,0.77,High Vulnerability,0.91,Very High Concern,0.309,0.1141,0.0278,0,0.0631,0,0.7454,POINT (-97.508297 35.583449),OK
40119,"Payne County, Oklahoma",OKLAHOMA,0.187,0.2529,0.1307,0.51,Moderate Vulnerability,0.67,High Concern,0.384,0.0472,0.0401,0.0429,0.0394,0.0009,0.7693,POINT (-97.508297 35.583449),OK
39119,"Muskingum County, Ohio",OHIO,0.1663,0.2321,0.1012,0.6,Moderate Vulnerability,0.16,Very Low Concern,0.455,0.0112,0.0026,0.0045,0.0313,0.0004,0.914,POINT (-82.70936 40.415534),OH
40031,"Comanche County, Oklahoma",OKLAHOMA,0.2035,0.2788,0.1397,0.84,Very High Vulnerability,0.71,High Concern,0.411,0.131,0.044,0.0238,0.1552,0.0038,0.5619,POINT (-97.508297 35.583449),OK
41053,"Polk County, Oregon",OREGON,0.1084,0.1348,0.0818,0.58,Moderate Vulnerability,0.52,Moderate Concern,0.546,0.139,0.0178,0.0183,0.0079,0.0047,0.7808,POINT (-120.605279 43.940449),OR
40143,"Tulsa County, Oklahoma",OKLAHOMA,0.1669,0.2217,0.1139,0.62,High Vulnerability,0.54,Moderate Concern,0.483,0.1273,0.0467,0.0331,0.0992,0.0009,0.6198,POINT (-97.508297 35.583449),OK
41019,"Douglas County, Oregon",OREGON,0.1224,0.1542,0.0925,0.73,High Vulnerability,0.49,Moderate Concern,0.443,0.0581,0.0089,0.0099,0.0042,0.0006,0.8784,POINT (-120.605279 43.940449),OR
40079,"Le Flore County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.9,Very High Vulnerability,0.92,Very High Concern,0.319,0.0702,0.109,0.0068,0.0188,0,0.7134,POINT (-97.508297 35.583449),OK
40117,"Pawnee County, Oklahoma",OKLAHOMA,0.1959,0.2544,0.1373,0.54,Moderate Vulnerability,0.68,High Concern,0.398,0.0309,0.1088,0.0037,0.01,0.0002,0.7666,POINT (-97.508297 35.583449),OK
39127,"Perry County, Ohio",OHIO,0.1663,0.2321,0.1012,0.55,Moderate Vulnerability,0.43,Moderate Concern,0.362,0.0086,0.0034,0.0013,0.0037,0.0015,0.9661,POINT (-82.70936 40.415534),OH
41029,"Jackson County, Oregon",OREGON,0.114,0.1439,0.0855,0.74,High Vulnerability,0.4,Low Concern,0.482,0.1283,0.0106,0.0127,0.0068,0.0034,0.8083,POINT (-120.605279 43.940449),OR
40007,"Beaver County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.46,Moderate Vulnerability,0.75,High Concern,0.274,0.2382,0.0136,0.0004,0.0058,0,0.7216,POINT (-97.508297 35.583449),OK
41039,"Lane County, Oregon",OREGON,0.1066,0.1353,0.0795,0.65,High Vulnerability,0.55,Moderate Concern,0.582,0.0887,0.0089,0.0266,0.0101,0.0024,0.8182,POINT (-120.605279 43.940449),OR
40071,"Kay County, Oklahoma",OKLAHOMA,0.1846,0.2415,0.1265,0.84,Very High Vulnerability,0.7,High Concern,0.357,0.08,0.0824,0.0042,0.0204,0,0.7456,POINT (-97.508297 35.583449),OK
41027,"Hood River County, Oregon",OREGON,0.1146,0.1431,0.0869,0.55,Moderate Vulnerability,0.48,Moderate Concern,0.763,0.3142,0.0056,0.0163,0.0059,0,0.6373,POINT (-120.605279 43.940449),OR
40135,"Sequoyah County, Oklahoma",OKLAHOMA,0.2143,0.2874,0.1469,0.92,Very High Vulnerability,0.84,Very High Concern,0.308,0.042,0.197,0.008,0.0177,0.0006,0.6246,POINT (-97.508297 35.583449),OK
39105,"Meigs County, Ohio",OHIO,0.148,0.2138,0.0893,0.68,High Vulnerability,0.47,Moderate Concern,0.386,0.0074,0.0006,0,0.0111,0,0.9665,POINT (-82.70936 40.415534),OH
39165,"Warren County, Ohio",OHIO,0.1151,0.1563,0.0687,0.05,Very Low Vulnerability,0.01,Very Low Concern,0.588,0.0276,0.0007,0.0575,0.0331,0,0.8617,POINT (-82.70936 40.415534),OH
39169,"Wayne County, Ohio",OHIO,0.1542,0.211,0.0969,0.48,Moderate Vulnerability,0.39,Low Concern,0.414,0.0201,0.0019,0.0104,0.0135,0.0001,0.9367,POINT (-82.70936 40.415534),OH
40015,"Caddo County, Oklahoma",OKLAHOMA,0.1975,0.2604,0.1363,0.95,Very High Vulnerability,0.88,Very High Concern,0.539,0.1292,0.2086,0.0027,0.0223,0.0014,0.5679,POINT (-97.508297 35.583449),OK
40053,"Grant County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.16,Very Low Vulnerability,0.37,Low Concern,0.353,0.0505,0.0164,0.0018,0.0093,0.0009,0.8801,POINT (-97.508297 35.583449),OK
39135,"Preble County, Ohio",OHIO,0.143,0.1969,0.0854,0.17,Very Low Vulnerability,0.18,Very Low Concern,0.386,0.009,0.0015,0.0044,0.0049,0.0001,0.9637,POINT (-82.70936 40.415534),OH
39145,"Scioto County, Ohio",OHIO,0.157,0.2195,0.0957,0.83,Very High Vulnerability,0.32,Low Concern,0.404,0.0135,0.0033,0.0042,0.0276,0.0001,0.9329,POINT (-82.70936 40.415534),OH
40013,"Bryan County, Oklahoma",OKLAHOMA,0.2029,0.2652,0.1411,0.81,Very High Vulnerability,0.77,High Concern,0.315,0.0597,0.1409,0.0061,0.0175,0.0015,0.7103,POINT (-97.508297 35.583449),OK
40043,"Dewey County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.22,Low Vulnerability,0.51,Moderate Concern,0.253,0.0754,0.0467,0.0012,0.0016,0,0.8198,POINT (-97.508297 35.583449),OK
41007,"Clatsop County, Oregon",OREGON,0.1132,0.1414,0.0851,0.52,Moderate Vulnerability,0.49,Moderate Concern,0.549,0.0851,0.0036,0.0099,0.008,0.003,0.8552,POINT (-120.605279 43.940449),OR
39155,"Trumbull County, Ohio",OHIO,0.148,0.2101,0.0892,0.46,Moderate Vulnerability,0.29,Low Concern,0.478,0.0182,0.0009,0.0052,0.081,0.0003,0.8712,POINT (-82.70936 40.415534),OH
40067,"Jefferson County, Oklahoma",OKLAHOMA,0.1975,0.2604,0.1363,0.87,Very High Vulnerability,0.91,Very High Concern,0.375,0.1057,0.0555,0.0002,0.0138,0,0.7775,POINT (-97.508297 35.583449),OK
39125,"Paulding County, Ohio",OHIO,0.1416,0.1976,0.0848,0.29,Low Vulnerability,0.26,Low Concern,0.414,0.0476,0.0015,0.0022,0.0078,0.0008,0.9251,POINT (-82.70936 40.415534),OH
40033,"Cotton County, Oklahoma",OKLAHOMA,0.1975,0.2604,0.1363,0.67,High Vulnerability,0.87,Very High Concern,0.36,0.0795,0.0898,0,0.0227,0,0.76,POINT (-97.508297 35.583449),OK
41059,"Umatilla County, Oregon",OREGON,0.1148,0.1453,0.088,0.97,Very High Vulnerability,0.73,High Concern,0.444,0.2679,0.0248,0.01,0.0093,0.0026,0.6572,POINT (-120.605279 43.940449),OR
40023,"Choctaw County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.96,Very High Vulnerability,0.91,Very High Concern,0.27,0.0438,0.1493,0.0009,0.1083,0.0017,0.6063,POINT (-97.508297 35.583449),OK
40097,"Mayes County, Oklahoma",OKLAHOMA,0.2003,0.2636,0.1386,0.75,High Vulnerability,0.71,High Concern,0.328,0.036,0.1737,0.0042,0.0049,0.0035,0.6486,POINT (-97.508297 35.583449),OK
40151,"Woods County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.31,Low Vulnerability,0.75,High Concern,0.339,0.0731,0.0142,0.0117,0.0272,0,0.8293,POINT (-97.508297 35.583449),OK
40087,"McClain County, Oklahoma",OKLAHOMA,0.1895,0.2435,0.1317,0.16,Very Low Vulnerability,0.34,Low Concern,0.422,0.0803,0.0574,0.0029,0.0107,0.0006,0.7917,POINT (-97.508297 35.583449),OK
40077,"Latimer County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.89,Very High Vulnerability,0.86,Very High Concern,0.283,0.0379,0.2035,0.0092,0.0109,0,0.6473,POINT (-97.508297 35.583449),OK
39115,"Morgan County, Ohio",OHIO,0.1477,0.2038,0.0894,0.57,Moderate Vulnerability,0.53,Moderate Concern,0.382,0.004,0.0007,0.002,0.0492,0,0.9211,POINT (-82.70936 40.415534),OH
40003,"Alfalfa County, Oklahoma",OKLAHOMA,0.1971,0.2577,0.1392,0.25,Low Vulnerability,0.64,High Concern,0.423,0.0563,0.0183,0,0.031,0,0.8384,POINT (-97.508297 35.583449),OK
40121,"Pittsburg County, Oklahoma",OKLAHOMA,0.206,0.2715,0.1436,0.83,Very High Vulnerability,0.74,High Concern,0.361,0.0507,0.0594,0.0035,0.0281,0.0011,0.6946,POINT (-97.508297 35.583449),OK
40131,"Rogers County, Oklahoma",OKLAHOMA,0.177,0.2311,0.1207,0.28,Low Vulnerability,0.49,Moderate Concern,0.366,0.0476,0.1241,0.0141,0.0099,0.0007,0.718,POINT (-97.508297 35.583449),OK
41051,"Multnomah County, Oregon",OREGON,0.0925,0.1169,0.0677,0.47,Moderate Vulnerability,0.57,Moderate Concern,0.669,0.1159,0.0069,0.0735,0.0531,0.0061,0.6969,POINT (-120.605279 43.940449),OR
40107,"Okfuskee County, Oklahoma",OKLAHOMA,0.187,0.2529,0.1307,0.93,Very High Vulnerability,0.91,Very High Concern,0.397,0.0399,0.1455,0,0.0738,0,0.6129,POINT (-97.508297 35.583449),OK
40057,"Harmon County, Oklahoma",OKLAHOMA,0.176,0.2373,0.1216,0.81,Very High Vulnerability,0.82,Very High Concern,0.412,0.2911,0.0044,0.0074,0.0937,0,0.5683,POINT (-97.508297 35.583449),OK
40141,"Tillman County, Oklahoma",OKLAHOMA,0.1975,0.2604,0.1363,0.87,Very High Vulnerability,0.84,Very High Concern,0.396,0.2705,0.0267,0.0022,0.0749,0,0.5917,POINT (-97.508297 35.583449),OK
41031,"Jefferson County, Oregon",OREGON,0.1146,0.1431,0.0869,0.91,Very High Vulnerability,0.67,High Concern,0.527,0.1997,0.1577,0.0062,0.0076,0.0009,0.6041,POINT (-120.605279 43.940449),OR
41041,"Lincoln County, Oregon",OREGON,0.1132,0.1414,0.0851,0.55,Moderate Vulnerability,0.56,Moderate Concern,0.619,0.0916,0.0246,0.0124,0.0045,0.002,0.8246,POINT (-120.605279 43.940449),OR
39107,"Mercer County, Ohio",OHIO,0.1341,0.1849,0.0798,0.05,Very Low Vulnerability,0.06,Very Low Concern,0.391,0.0193,0,0.0056,0.0082,0.0058,0.9538,POINT (-82.70936 40.415534),OH
40085,"Love County, Oklahoma",OKLAHOMA,0.2075,0.2698,0.1452,0.63,High Vulnerability,0.67,High Concern,0.363,0.157,0.0523,0.0081,0.0261,0,0.7096,POINT (-97.508297 35.583449),OK
39171,"Williams County, Ohio",OHIO,0.1416,0.1976,0.0848,0.27,Low Vulnerability,0.1,Very Low Concern,0.423,0.0451,0.0026,0.0057,0.0107,0.0003,0.926,POINT (-82.70936 40.415534),OH
40149,"Washita County, Oklahoma",OKLAHOMA,0.176,0.2373,0.1216,0.4,Moderate Vulnerability,0.7,High Concern,0.329,0.0978,0.016,0.0007,0.0127,0,0.8338,POINT (-97.508297 35.583449),OK
41017,"Deschutes County, Oregon",OREGON,0.0996,0.1215,0.0739,0.16,Very Low Vulnerability,0.3,Low Concern,0.602,0.0797,0.0055,0.0108,0.0058,0.0016,0.8725,POINT (-120.605279 43.940449),OR
41061,"Union County, Oregon",OREGON,0.1148,0.1453,0.088,0.67,High Vulnerability,0.44,Moderate Concern,0.415,0.0484,0.0082,0.0107,0.0066,0.0146,0.8872,POINT (-120.605279 43.940449),OR
40021,"Cherokee County, Oklahoma",OKLAHOMA,0.2143,0.2874,0.1469,0.93,Very High Vulnerability,0.78,High Concern,0.348,0.0716,0.3284,0.0074,0.0131,0.0029,0.4757,POINT (-97.508297 35.583449),OK
40051,"Grady County, Oklahoma",OKLAHOMA,0.1895,0.2435,0.1317,0.31,Low Vulnerability,0.57,Moderate Concern,0.31,0.0582,0.0469,0.0041,0.0234,0,0.8147,POINT (-97.508297 35.583449),OK
